customer_id,age,occupation_type,employment_tenure_months,city_tier,declared_annual_income,existing_loan_count,existing_loan_types,residence_type,relationship_tenure_years,bureau_score_proxy
CUST000155,34,self_employed,125,metro,1325000.0,1,home,rented,4.5,680
CUST000156,49,salaried,107,tier2,473000.0,1,mortgage,owned,1.4,627
CUST000157,36,self_employed,136,tier2,401000.0,1,mortgage,owned,6.6,636
CUST000158,42,salaried,192,metro,1334000.0,0,,owned,3.6,672
CUST000159,31,self_employed,125,tier3,497000.0,2,mortgage|auto,owned,1.3,737
CUST000160,25,business_owner,35,tier2,890000.0,1,auto,owned,3.6,765
CUST000161,27,salaried,20,tier3,883000.0,0,,owned,3.3,643
CUST000162,29,business_owner,94,tier2,1103000.0,2,mortgage|personal,rented,1.5,571
CUST000163,52,salaried,271,tier3,392000.0,2,personal|home,owned,1.4,568
CUST000164,28,salaried,28,metro,878000.0,0,,owned,2.8,748
CUST000165,41,salaried,73,metro,725000.0,0,,rented,0.4,630
CUST000166,27,self_employed,72,tier3,981000.0,0,,rented,15.0,587
CUST000167,42,salaried,75,tier3,402000.0,0,,owned,0.6,588
CUST000168,38,salaried,143,tier2,723000.0,1,home,rented,1.2,621
CUST000169,33,self_employed,74,metro,474000.0,0,,owned,2.6,564
CUST000170,34,salaried,104,metro,910000.0,1,auto,owned,1.2,677
CUST000171,29,salaried,24,tier3,407000.0,1,personal,owned,1.0,767
CUST000172,38,business_owner,152,tier3,362000.0,1,home,owned,0.1,644
CUST000173,31,self_employed,65,metro,1023000.0,0,,owned,14.8,520
CUST000174,25,self_employed,38,metro,2397000.0,1,auto,rented,2.5,733
CUST000175,24,salaried,11,tier2,1195000.0,1,mortgage,rented,4.7,754
CUST000176,36,business_owner,53,tier2,467000.0,0,,owned,1.0,734
CUST000177,47,salaried,102,tier2,394000.0,1,home,owned,0.7,660
CUST000178,36,salaried,45,tier2,397000.0,0,,owned,4.3,864
CUST000179,34,salaried,130,tier3,518000.0,0,,rented,2.6,746
CUST000180,37,salaried,53,metro,956000.0,1,auto,rented,3.1,875
CUST000181,45,self_employed,115,tier2,1092000.0,1,home,owned,6.3,801
CUST000182,36,self_employed,150,tier2,474000.0,1,personal,rented,5.3,762
CUST000183,31,salaried,43,tier2,1302000.0,1,home,owned,0.7,623
CUST000184,43,salaried,90,tier3,237000.0,1,home,owned,0.1,569
CUST000185,38,self_employed,153,tier2,392000.0,0,,owned,0.4,665
CUST000186,47,business_owner,152,tier2,292000.0,0,,owned,6.9,662
CUST000187,36,salaried,133,metro,838000.0,0,,rented,0.4,581
CUST000188,25,salaried,29,tier2,1108000.0,0,,rented,1.2,643
CUST000189,24,salaried,13,metro,787000.0,1,home,rented,1.9,637
CUST000190,48,salaried,190,metro,931000.0,1,personal,owned,3.7,597
CUST000191,48,salaried,247,tier2,793000.0,1,auto,owned,0.9,689
CUST000192,33,salaried,62,tier2,499000.0,1,home,rented,7.5,587
CUST000193,31,self_employed,90,tier3,558000.0,0,,rented,1.8,676
CUST000194,46,salaried,141,tier2,685000.0,0,,rented,10.7,545
CUST000195,26,salaried,33,tier3,283000.0,1,personal,rented,2.3,639
CUST000196,27,salaried,48,metro,698000.0,0,,rented,4.3,648
CUST000197,40,business_owner,64,tier2,480000.0,2,auto|home,owned,2.2,543
CUST000198,31,salaried,59,tier3,739000.0,0,,rented,0.6,686
CUST000199,34,salaried,40,tier2,1141000.0,1,auto,owned,4.5,671
CUST000200,33,salaried,96,tier3,1151000.0,1,mortgage,owned,0.7,613
CUST000201,37,self_employed,143,tier2,751000.0,1,auto,owned,12.4,639
CUST000202,46,business_owner,152,metro,627000.0,0,,owned,0.0,695
CUST000203,35,salaried,41,tier2,573000.0,0,,rented,11.6,632
CUST000204,40,salaried,182,metro,784000.0,0,,owned,0.2,716
CUST000205,21,salaried,3,metro,757000.0,0,,rented,3.3,586
CUST000206,34,self_employed,61,metro,883000.0,0,,rented,2.4,638
CUST000207,28,business_owner,26,metro,1400000.0,0,,rented,15.0,599
CUST000208,25,salaried,27,metro,530000.0,0,,rented,6.6,660
CUST000209,27,salaried,26,tier3,769000.0,2,auto|mortgage,owned,0.3,679
CUST000210,32,self_employed,101,metro,133000.0,1,mortgage,owned,1.9,548
CUST000211,42,self_employed,173,tier3,312000.0,0,,rented,5.5,733
CUST000212,24,salaried,7,tier2,1108000.0,1,home,owned,7.1,874
CUST000213,35,salaried,95,metro,1185000.0,0,,owned,0.4,670
CUST000214,31,salaried,42,metro,773000.0,1,auto,rented,2.2,601
CUST000215,32,self_employed,32,tier3,1307000.0,0,,rented,1.1,653
CUST000216,43,self_employed,183,tier2,558000.0,1,auto,owned,3.6,625
CUST000217,39,self_employed,75,tier3,130000.0,0,,rented,5.7,619
CUST000218,45,self_employed,265,metro,1145000.0,3,mortgage|personal|home,rented,1.9,720
CUST000219,33,salaried,82,tier2,269000.0,2,auto|home,rented,0.2,515
CUST000220,29,salaried,32,tier3,311000.0,0,,rented,2.4,704
CUST000221,33,salaried,120,tier3,572000.0,1,mortgage,owned,1.9,796
CUST000222,36,business_owner,126,metro,805000.0,1,auto,rented,0.8,790
CUST000223,36,salaried,55,tier3,594000.0,1,home,rented,2.6,747
CUST000224,26,salaried,32,metro,561000.0,0,,rented,2.2,595
CUST000225,35,salaried,138,tier3,712000.0,0,,rented,5.6,811
CUST000226,36,self_employed,101,tier2,179000.0,1,personal,owned,4.0,687
CUST000227,55,self_employed,251,tier2,739000.0,0,,rented,0.6,808
CUST000228,50,self_employed,186,metro,475000.0,0,,rented,1.6,777
CUST000229,28,salaried,32,tier3,876000.0,0,,owned,1.4,708
CUST000230,32,business_owner,50,metro,930000.0,0,,owned,3.6,607
CUST000231,23,self_employed,15,tier2,1836000.0,0,,owned,0.3,867
CUST000232,30,self_employed,93,tier2,386000.0,0,,owned,6.1,519
CUST000233,37,self_employed,132,tier2,227000.0,0,,owned,1.1,664
CUST000234,44,business_owner,73,tier2,686000.0,1,mortgage,owned,5.0,528
CUST000235,29,business_owner,45,tier2,887000.0,0,,owned,4.8,665
CUST000236,29,salaried,19,tier2,820000.0,1,mortgage,rented,3.5,712
CUST000237,21,salaried,3,tier2,1039000.0,0,,owned,2.5,597
CUST000238,33,salaried,91,tier2,928000.0,0,,owned,2.6,628
CUST000239,26,self_employed,29,tier2,441000.0,0,,owned,2.1,561
CUST000240,30,self_employed,81,tier3,409000.0,1,personal,owned,2.4,645
CUST000241,27,salaried,36,tier2,581000.0,1,home,owned,8.7,638
CUST000242,34,salaried,99,metro,564000.0,2,mortgage|personal,rented,1.1,718
CUST000243,21,business_owner,3,tier2,329000.0,1,auto,rented,1.1,607
CUST000244,23,business_owner,16,metro,295000.0,0,,rented,2.7,702
CUST000245,52,business_owner,363,metro,1452000.0,1,mortgage,owned,1.9,696
CUST000246,24,salaried,26,tier3,407000.0,2,home|mortgage,owned,1.1,698
CUST000247,26,self_employed,34,tier2,517000.0,1,auto,rented,6.6,673
CUST000248,49,self_employed,170,tier2,189000.0,0,,owned,0.4,670
CUST000249,58,salaried,174,tier3,1097000.0,1,personal,owned,2.4,672
CUST000250,25,salaried,36,metro,663000.0,0,,owned,0.4,625
CUST000251,32,business_owner,32,metro,1507000.0,0,,rented,9.7,662
CUST000252,37,salaried,155,metro,515000.0,0,,owned,1.5,686
CUST000253,48,salaried,133,metro,1121000.0,0,,owned,0.0,793
CUST000254,27,self_employed,58,tier2,244000.0,1,auto,rented,5.6,574
CUST000255,33,self_employed,64,tier3,432000.0,3,personal|home|mortgage,rented,7.2,600
CUST000256,41,salaried,196,tier2,1034000.0,1,home,rented,0.2,705
CUST000257,38,self_employed,56,metro,721000.0,0,,owned,0.7,788
CUST000258,31,salaried,51,tier2,482000.0,0,,rented,2.4,753
CUST000259,33,self_employed,125,metro,1073000.0,0,,rented,2.6,656
CUST000260,24,salaried,13,tier2,445000.0,1,mortgage,owned,1.1,790
CUST000261,33,self_employed,66,tier2,261000.0,1,auto,rented,1.3,517
CUST000262,32,self_employed,107,metro,186000.0,1,auto,rented,8.5,721
CUST000263,36,salaried,133,tier3,225000.0,0,,owned,3.9,651
CUST000264,30,salaried,29,tier3,550000.0,1,mortgage,rented,0.1,736
CUST000265,38,self_employed,150,metro,1445000.0,1,auto,owned,1.9,770
CUST000266,43,salaried,91,tier2,247000.0,1,personal,rented,2.1,672
CUST000267,36,salaried,61,tier2,412000.0,1,home,rented,7.7,661
CUST000268,37,salaried,115,metro,974000.0,1,home,owned,2.5,644
CUST000269,35,business_owner,54,metro,1847000.0,1,mortgage,owned,1.6,807
CUST000270,35,salaried,84,tier2,405000.0,0,,owned,2.9,661
CUST000271,29,salaried,35,tier3,653000.0,1,personal,owned,15.0,675
CUST000272,37,business_owner,151,tier2,449000.0,0,,rented,7.1,740
CUST000273,34,salaried,87,tier2,1908000.0,1,home,owned,0.9,634
CUST000274,51,salaried,122,tier2,649000.0,2,home|mortgage,owned,1.4,657
CUST000275,47,salaried,250,tier2,709000.0,2,mortgage|personal,owned,4.7,764
CUST000276,38,salaried,149,metro,814000.0,1,personal,owned,0.2,814
CUST000277,28,salaried,31,metro,730000.0,1,home,rented,2.4,609
CUST000278,26,self_employed,51,tier3,744000.0,0,,rented,2.2,714
CUST000279,44,salaried,103,tier3,284000.0,1,auto,rented,1.2,537
CUST000280,37,self_employed,80,tier3,175000.0,0,,owned,0.4,770
CUST000281,38,salaried,91,metro,847000.0,0,,rented,0.4,557
CUST000282,21,salaried,3,tier2,842000.0,1,auto,owned,4.8,631
CUST000283,42,salaried,162,tier2,519000.0,0,,owned,2.8,696
CUST000284,38,salaried,114,metro,905000.0,0,,rented,7.4,596
CUST000285,26,self_employed,59,metro,531000.0,3,auto|home|mortgage,owned,2.4,430
CUST000286,31,salaried,42,tier3,727000.0,0,,owned,0.2,568
CUST000287,37,salaried,59,tier2,802000.0,1,auto,owned,3.2,663
CUST000288,35,salaried,72,tier2,618000.0,0,,rented,5.6,814
CUST000289,32,self_employed,43,metro,528000.0,1,home,owned,0.9,757
CUST000290,34,salaried,127,tier2,332000.0,0,,rented,4.9,714
CUST000291,32,self_employed,90,metro,165000.0,0,,owned,5.7,694
CUST000292,36,salaried,129,metro,826000.0,0,,owned,3.1,726
CUST000293,46,salaried,205,tier2,737000.0,1,home,owned,5.0,749
CUST000294,21,self_employed,3,metro,391000.0,0,,rented,1.8,690
CUST000295,33,salaried,41,tier3,408000.0,0,,rented,0.5,693
CUST000296,36,salaried,86,tier2,865000.0,0,,owned,1.0,673
CUST000297,37,business_owner,180,metro,1167000.0,1,personal,rented,5.5,745
CUST000298,32,salaried,54,metro,845000.0,1,auto,rented,2.9,556
CUST000299,21,salaried,3,tier2,679000.0,0,,rented,0.2,656
CUST000300,37,salaried,120,metro,790000.0,0,,owned,6.9,716
CUST000301,48,salaried,106,metro,812000.0,2,home|mortgage,owned,3.2,459
CUST000302,22,self_employed,8,tier2,447000.0,3,mortgage|personal|auto,rented,0.6,712
CUST000303,41,salaried,50,metro,1749000.0,1,personal,owned,2.8,751
CUST000304,32,business_owner,87,tier2,978000.0,0,,rented,3.3,504
CUST000305,34,self_employed,84,tier2,1138000.0,1,personal,rented,1.5,642
CUST000306,26,business_owner,57,metro,907000.0,1,home,owned,3.1,620
CUST000307,32,self_employed,111,tier3,191000.0,0,,owned,14.2,575
CUST000308,45,business_owner,76,tier2,759000.0,1,auto,owned,3.0,612
CUST000309,39,self_employed,155,tier2,950000.0,1,mortgage,owned,2.8,582
CUST000310,48,salaried,231,metro,1780000.0,1,mortgage,owned,5.9,709
CUST000311,44,salaried,174,tier2,215000.0,1,auto,rented,3.9,792
CUST000312,38,self_employed,194,metro,2065000.0,1,home,owned,2.8,729
CUST000313,48,salaried,233,tier2,786000.0,1,mortgage,owned,3.7,597
CUST000314,38,self_employed,77,metro,645000.0,0,,rented,7.8,726
CUST000315,41,salaried,107,tier3,222000.0,0,,owned,0.8,709
CUST000316,32,self_employed,71,metro,635000.0,1,mortgage,rented,3.9,366
CUST000317,35,salaried,88,tier3,725000.0,0,,owned,0.2,791
CUST000318,29,business_owner,87,tier3,206000.0,0,,rented,1.7,692
CUST000319,42,salaried,151,tier2,173000.0,1,home,rented,0.9,670
CUST000320,25,salaried,19,metro,1038000.0,1,home,owned,1.3,523
CUST000321,41,self_employed,240,metro,751000.0,0,,owned,3.4,800
CUST000322,33,self_employed,107,tier3,673000.0,0,,owned,0.6,685
CUST000323,44,self_employed,119,tier2,337000.0,0,,owned,1.3,724
CUST000324,41,business_owner,201,tier2,654000.0,1,personal,owned,0.1,560
CUST000325,49,salaried,142,metro,1060000.0,0,,owned,1.6,701
CUST000326,40,self_employed,128,tier3,402000.0,0,,rented,3.7,727
CUST000327,22,salaried,6,metro,651000.0,0,,owned,7.9,640
CUST000328,34,salaried,124,metro,1341000.0,1,personal,rented,3.0,563
CUST000329,25,salaried,17,metro,646000.0,1,mortgage,owned,0.6,624
CUST000330,30,salaried,44,tier2,549000.0,3,mortgage|auto|home,owned,2.1,569
CUST000331,47,salaried,196,tier3,681000.0,0,,owned,1.1,617
CUST000332,40,self_employed,180,tier3,611000.0,2,home|auto,owned,1.2,784
CUST000333,29,salaried,26,metro,1075000.0,3,mortgage|personal|home,owned,1.3,637
CUST000334,26,business_owner,21,metro,345000.0,1,home,owned,1.4,672
CUST000335,35,salaried,137,tier3,192000.0,0,,owned,1.6,549
CUST000336,25,salaried,33,tier2,497000.0,1,auto,rented,1.0,675
CUST000337,29,self_employed,50,metro,1024000.0,0,,rented,0.2,666
CUST000338,37,salaried,83,metro,1058000.0,1,mortgage,rented,3.8,591
CUST000339,44,salaried,139,tier2,705000.0,0,,owned,2.0,777
CUST000340,39,self_employed,169,tier3,390000.0,2,mortgage|auto,rented,1.9,773
CUST000341,21,salaried,3,tier2,717000.0,0,,owned,3.7,585
CUST000342,37,salaried,135,metro,558000.0,1,auto,owned,0.1,715
CUST000343,35,self_employed,44,tier2,367000.0,0,,owned,1.5,513
CUST000344,38,salaried,149,metro,1248000.0,0,,owned,0.9,708
CUST000345,47,self_employed,89,tier3,239000.0,0,,owned,1.4,725
CUST000346,21,self_employed,3,metro,1133000.0,1,auto,rented,2.3,578
CUST000347,30,salaried,24,metro,417000.0,2,personal|mortgage,rented,1.8,681
CUST000348,39,salaried,61,tier2,643000.0,1,home,owned,3.7,691
CUST000349,22,salaried,3,metro,690000.0,0,,rented,2.3,900
CUST000350,46,self_employed,126,metro,1059000.0,0,,owned,13.2,875
CUST000351,37,salaried,88,tier2,559000.0,1,mortgage,owned,0.6,658
CUST000352,41,business_owner,164,tier3,365000.0,1,mortgage,owned,5.1,620
CUST000353,30,salaried,84,tier3,360000.0,0,,owned,4.1,702
CUST000354,41,self_employed,162,metro,146000.0,1,personal,owned,3.2,781
CUST000355,43,salaried,144,metro,778000.0,1,personal,owned,2.0,504
CUST000356,36,salaried,73,tier2,679000.0,0,,owned,12.7,466
CUST000357,36,salaried,129,tier2,586000.0,1,home,rented,9.0,576
CUST000358,37,salaried,52,metro,851000.0,1,mortgage,rented,2.5,748
CUST000359,28,business_owner,39,tier3,617000.0,0,,rented,2.5,728
CUST000360,33,salaried,37,tier3,397000.0,2,auto|mortgage,owned,1.1,669
CUST000361,33,salaried,48,metro,521000.0,0,,owned,0.3,754
CUST000362,38,salaried,118,tier3,176000.0,1,auto,owned,3.8,638
CUST000363,42,salaried,71,tier2,589000.0,1,mortgage,owned,3.6,655
CUST000364,26,business_owner,19,metro,369000.0,0,,owned,4.1,714
CUST000365,33,business_owner,136,tier2,827000.0,0,,rented,3.6,809
CUST000366,46,business_owner,107,metro,188000.0,0,,rented,4.0,692
CUST000367,29,salaried,57,metro,944000.0,2,home|personal,owned,1.6,671
CUST000368,28,salaried,36,tier3,1324000.0,0,,rented,0.6,716
CUST000369,36,self_employed,165,tier2,402000.0,0,,owned,1.0,783
CUST000370,41,salaried,158,metro,899000.0,1,personal,owned,1.9,622
CUST000371,35,self_employed,47,tier2,382000.0,0,,owned,0.0,639
CUST000372,45,salaried,225,tier3,573000.0,1,personal,owned,2.5,587
CUST000373,41,salaried,112,tier2,498000.0,1,personal,owned,1.0,728
CUST000374,41,business_owner,101,tier3,162000.0,0,,owned,1.5,584
CUST000375,39,salaried,137,tier3,634000.0,0,,owned,4.1,737
CUST000376,53,business_owner,324,metro,169000.0,1,mortgage,owned,14.6,522
CUST000377,33,salaried,57,tier2,882000.0,0,,rented,3.8,656
