customer_id,applied_flag,converted_flag,loan_type,application_amount
CUST000097,1,1,personal,1235000.0
CUST000098,0,0,none,0.0
CUST000099,1,1,mortgage,2778000.0
CUST000100,1,1,auto,2951000.0
CUST000101,1,1,mortgage,978000.0
CUST000102,1,1,auto,1544000.0
CUST000103,0,0,none,0.0
CUST000104,1,1,auto,3307000.0
CUST000105,1,0,personal,561000.0
CUST000106,0,0,none,0.0
CUST000107,0,0,none,0.0
CUST000108,1,1,mortgage,827000.0
CUST000109,0,0,none,0.0
CUST000110,0,0,none,0.0
CUST000111,0,0,none,0.0
CUST000112,1,0,personal,440000.0
CUST000113,0,0,none,0.0
CUST000114,1,1,personal,266000.0
CUST000115,0,0,none,0.0
CUST000116,1,1,home,1158000.0
CUST000117,0,0,none,0.0
CUST000118,0,0,none,0.0
CUST000119,1,1,home,1631000.0
CUST000120,0,0,none,0.0
CUST000121,0,0,none,0.0
CUST000122,0,0,none,0.0
CUST000123,0,0,none,0.0
CUST000124,1,1,home,751000.0
CUST000125,1,1,home,668000.0
CUST000126,1,1,personal,1105000.0
CUST000127,0,0,none,0.0
CUST000128,1,1,home,990000.0
CUST000129,1,1,auto,212000.0
CUST000130,0,0,none,0.0
CUST000131,0,0,none,0.0
CUST000132,0,0,none,0.0
CUST000133,0,0,none,0.0
CUST000134,0,0,none,0.0
CUST000135,0,0,none,0.0
CUST000136,0,0,none,0.0
CUST000137,1,1,mortgage,482000.0
CUST000138,1,1,personal,1482000.0
CUST000139,0,0,none,0.0
CUST000140,1,1,home,875000.0
CUST000141,1,0,home,452000.0
CUST000142,1,1,home,561000.0
CUST000143,1,0,mortgage,2471000.0
CUST000144,0,0,none,0.0
CUST000145,1,0,auto,1664000.0
CUST000146,1,1,auto,1427000.0
CUST000147,0,0,none,0.0
CUST000148,1,1,personal,1064000.0
CUST000149,0,0,none,0.0
CUST000150,0,0,none,0.0
CUST000151,0,0,none,0.0
CUST000152,0,0,none,0.0
CUST000153,0,0,none,0.0
CUST000154,1,1,personal,796000.0
CUST000155,1,0,personal,1759000.0
CUST000156,1,1,auto,1111000.0
CUST000157,0,0,none,0.0
CUST000158,1,1,mortgage,2647000.0
CUST000159,1,1,personal,1376000.0
CUST000160,0,0,none,0.0
CUST000161,0,0,none,0.0
CUST000162,0,0,none,0.0
CUST000163,1,1,mortgage,663000.0
CUST000164,0,0,none,0.0
CUST000165,1,1,mortgage,727000.0
CUST000166,0,0,none,0.0
CUST000167,1,1,auto,251000.0
CUST000168,0,0,none,0.0
CUST000169,0,0,none,0.0
CUST000170,0,0,none,0.0
CUST000171,0,0,none,0.0
CUST000172,0,0,none,0.0
CUST000173,1,1,personal,1842000.0
CUST000174,0,0,none,0.0
CUST000175,0,0,none,0.0
CUST000176,0,0,none,0.0
CUST000177,1,1,auto,881000.0
CUST000178,1,1,home,933000.0
CUST000179,0,0,none,0.0
CUST000180,1,1,home,1389000.0
CUST000181,0,0,none,0.0
CUST000182,0,0,none,0.0
CUST000183,0,0,none,0.0
CUST000184,1,0,personal,354000.0
CUST000185,0,0,none,0.0
CUST000186,0,0,none,0.0
CUST000187,0,0,none,0.0
CUST000188,0,0,none,0.0
CUST000189,1,1,home,898000.0
CUST000190,0,0,none,0.0
CUST000191,0,0,none,0.0
CUST000192,0,0,none,0.0
CUST000193,1,1,mortgage,605000.0
CUST000194,0,0,none,0.0
CUST000195,0,0,none,0.0
CUST000196,0,0,none,0.0
CUST000197,0,0,none,0.0
CUST000198,0,0,none,0.0
CUST000199,1,0,mortgage,1585000.0
CUST000200,0,0,none,0.0
CUST000201,0,0,none,0.0
CUST000202,0,0,none,0.0
CUST000203,0,0,none,0.0
CUST000204,1,1,home,1893000.0
CUST000205,1,1,home,545000.0
CUST000206,0,0,none,0.0
CUST000207,0,0,none,0.0
CUST000208,0,0,none,0.0
CUST000209,0,0,none,0.0
CUST000210,0,0,none,0.0
CUST000211,0,0,none,0.0
CUST000212,0,0,none,0.0
CUST000213,0,0,none,0.0
CUST000214,1,0,personal,1735000.0
CUST000215,0,0,none,0.0
CUST000216,0,0,none,0.0
CUST000217,0,0,none,0.0
CUST000218,1,1,home,1496000.0
CUST000219,0,0,none,0.0
CUST000220,0,0,none,0.0
CUST000221,0,0,none,0.0
CUST000222,0,0,none,0.0
CUST000223,0,0,none,0.0
CUST000224,0,0,none,0.0
CUST000225,0,0,none,0.0
CUST000226,1,1,auto,423000.0
CUST000227,1,0,home,2449000.0
CUST000228,0,0,none,0.0
CUST000229,0,0,none,0.0
CUST000230,1,1,mortgage,1100000.0
CUST000231,0,0,none,0.0
CUST000232,0,0,none,0.0
CUST000233,1,1,personal,658000.0
CUST000234,1,0,auto,789000.0
CUST000235,0,0,none,0.0
CUST000236,1,1,personal,1461000.0
CUST000237,0,0,none,0.0
CUST000238,1,1,personal,2006000.0
CUST000239,0,0,none,0.0
CUST000240,0,0,none,0.0
CUST000241,1,1,personal,1195000.0
CUST000242,0,0,none,0.0
CUST000243,0,0,none,0.0
CUST000244,0,0,none,0.0
CUST000245,1,1,personal,2402000.0
CUST000246,0,0,none,0.0
CUST000247,0,0,none,0.0
CUST000248,1,1,personal,1047000.0
CUST000249,1,1,home,1739000.0
CUST000250,0,0,none,0.0
CUST000251,0,0,none,0.0
CUST000252,1,0,home,775000.0
CUST000253,0,0,none,0.0
CUST000254,1,1,auto,1493000.0
CUST000255,0,0,none,0.0
CUST000256,0,0,none,0.0
CUST000257,1,1,auto,1625000.0
CUST000258,0,0,none,0.0
CUST000259,0,0,none,0.0
CUST000260,0,0,none,0.0
CUST000261,0,0,none,0.0
CUST000262,0,0,none,0.0
CUST000263,0,0,none,0.0
CUST000264,0,0,none,0.0
CUST000265,1,1,personal,3999000.0
CUST000266,1,0,home,419000.0
CUST000267,1,1,personal,667000.0
CUST000268,0,0,none,0.0
CUST000269,1,1,personal,1686000.0
CUST000270,0,0,none,0.0
CUST000271,1,1,auto,551000.0
CUST000272,1,0,personal,701000.0
CUST000273,1,1,auto,2686000.0
CUST000274,0,0,none,0.0
CUST000275,0,0,none,0.0
CUST000276,0,0,none,0.0
CUST000277,0,0,none,0.0
CUST000278,0,0,none,0.0
CUST000279,0,0,none,0.0
CUST000280,1,1,mortgage,291000.0
CUST000281,1,1,mortgage,837000.0
CUST000282,0,0,none,0.0
CUST000283,0,0,none,0.0
CUST000284,1,1,home,1222000.0
CUST000285,1,1,auto,845000.0
CUST000286,1,1,mortgage,1118000.0
CUST000287,1,1,home,1091000.0
CUST000288,0,0,none,0.0
CUST000289,0,0,none,0.0
CUST000290,0,0,none,0.0
CUST000291,0,0,none,0.0
CUST000292,0,0,none,0.0
CUST000293,1,1,home,1653000.0
CUST000294,1,1,mortgage,1309000.0
CUST000295,0,0,none,0.0
CUST000296,1,1,auto,2127000.0
CUST000297,1,1,auto,3612000.0
CUST000298,0,0,none,0.0
CUST000299,0,0,none,0.0
CUST000300,0,0,none,0.0
CUST000301,1,1,home,1412000.0
CUST000302,0,0,none,0.0
CUST000303,1,0,mortgage,1935000.0
CUST000304,0,0,none,0.0
CUST000305,1,1,personal,1961000.0
CUST000306,0,0,none,0.0
CUST000307,1,1,auto,531000.0
CUST000308,0,0,none,0.0
CUST000309,0,0,none,0.0
CUST000310,0,0,none,0.0
CUST000311,0,0,none,0.0
CUST000312,1,0,mortgage,3905000.0
CUST000313,0,0,none,0.0
CUST000314,0,0,none,0.0
CUST000315,0,0,none,0.0
CUST000316,1,1,mortgage,615000.0
CUST000317,0,0,none,0.0
CUST000318,1,0,mortgage,443000.0
CUST000319,1,1,auto,316000.0
CUST000320,0,0,none,0.0
CUST000321,0,0,none,0.0
CUST000322,1,1,personal,1631000.0
CUST000323,1,1,personal,1018000.0
CUST000324,1,0,home,1365000.0
CUST000325,0,0,none,0.0
CUST000326,0,0,none,0.0
CUST000327,1,1,personal,1312000.0
CUST000328,1,1,home,2285000.0
CUST000329,1,1,auto,591000.0
CUST000330,0,0,none,0.0
CUST000331,1,1,mortgage,1159000.0
CUST000332,1,1,home,1441000.0
CUST000333,0,0,none,0.0
CUST000334,1,1,mortgage,1291000.0
CUST000335,0,0,none,0.0
CUST000336,1,1,mortgage,1250000.0
CUST000337,0,0,none,0.0
CUST000338,0,0,none,0.0
CUST000339,0,0,none,0.0
CUST000340,1,1,mortgage,1084000.0
CUST000341,0,0,none,0.0
CUST000342,0,0,none,0.0
CUST000343,0,0,none,0.0
CUST000344,0,0,none,0.0
CUST000345,0,0,none,0.0
CUST000346,0,0,none,0.0
CUST000347,0,0,none,0.0
CUST000348,0,0,none,0.0
CUST000349,1,1,auto,1937000.0
CUST000350,1,1,personal,2529000.0
CUST000351,0,0,none,0.0
CUST000352,1,1,home,1325000.0
CUST000353,0,0,none,0.0
CUST000354,0,0,none,0.0
CUST000355,0,0,none,0.0
CUST000356,0,0,none,0.0
CUST000357,1,0,personal,942000.0
CUST000358,0,0,none,0.0
CUST000359,1,1,mortgage,676000.0
CUST000360,1,1,home,978000.0
CUST000361,0,0,none,0.0
CUST000362,0,0,none,0.0
CUST000363,1,1,personal,922000.0
CUST000364,0,0,none,0.0
CUST000365,0,0,none,0.0
CUST000366,0,0,none,0.0
CUST000367,1,1,home,2153000.0
CUST000368,0,0,none,0.0
CUST000369,0,0,none,0.0
CUST000370,0,0,none,0.0
CUST000371,0,0,none,0.0
CUST000372,0,0,none,0.0
CUST000373,0,0,none,0.0
CUST000374,0,0,none,0.0
CUST000375,1,1,home,679000.0
CUST000376,1,0,home,683000.0
CUST000377,0,0,none,0.0
CUST000378,1,1,auto,1078000.0
CUST000379,0,0,none,0.0
CUST000380,0,0,none,0.0
CUST000381,0,0,none,0.0
CUST000382,0,0,none,0.0
CUST000383,0,0,none,0.0
CUST000384,1,0,personal,614000.0
CUST000385,0,0,none,0.0
CUST000386,1,1,auto,2393000.0
CUST000387,1,1,mortgage,605000.0
CUST000388,0,0,none,0.0
CUST000389,0,0,none,0.0
CUST000390,0,0,none,0.0
CUST000391,0,0,none,0.0
CUST000392,0,0,none,0.0
CUST000393,0,0,none,0.0
CUST000394,0,0,none,0.0
CUST000395,0,0,none,0.0
CUST000396,0,0,none,0.0
CUST000397,0,0,none,0.0
CUST000398,0,0,none,0.0
CUST000399,1,1,mortgage,820000.0
CUST000400,0,0,none,0.0
CUST000401,1,0,personal,690000.0
CUST000402,1,1,home,1065000.0
CUST000403,1,1,home,362000.0
CUST000404,1,1,home,956000.0
CUST000405,1,1,home,429000.0
CUST000406,1,1,home,546000.0
CUST000407,1,0,home,378000.0
CUST000408,0,0,none,0.0
CUST000409,0,0,none,0.0
CUST000410,0,0,none,0.0
CUST000411,0,0,none,0.0
CUST000412,1,1,home,1937000.0
CUST000413,0,0,none,0.0
CUST000414,1,0,home,866000.0
CUST000415,0,0,none,0.0
CUST000416,0,0,none,0.0
CUST000417,1,1,home,1387000.0
CUST000418,0,0,none,0.0
CUST000419,1,1,mortgage,1645000.0
CUST000420,0,0,none,0.0
CUST000421,0,0,none,0.0
CUST000422,0,0,none,0.0
CUST000423,1,1,home,570000.0
CUST000424,0,0,none,0.0
CUST000425,1,1,home,792000.0
CUST000426,1,1,auto,561000.0
CUST000427,1,1,personal,1186000.0
CUST000428,1,0,mortgage,2539000.0
CUST000429,0,0,none,0.0
CUST000430,0,0,none,0.0
CUST000431,0,0,none,0.0
CUST000432,0,0,none,0.0
CUST000433,0,0,none,0.0
CUST000434,1,1,mortgage,988000.0
CUST000435,0,0,none,0.0
CUST000436,1,1,mortgage,620000.0
CUST000437,1,1,mortgage,364000.0
CUST000438,0,0,none,0.0
CUST000439,0,0,none,0.0
CUST000440,1,1,auto,1675000.0
CUST000441,0,0,none,0.0
CUST000442,0,0,none,0.0
CUST000443,0,0,none,0.0
CUST000444,0,0,none,0.0
CUST000445,0,0,none,0.0
CUST000446,0,0,none,0.0
CUST000447,1,1,auto,555000.0
CUST000448,1,1,mortgage,667000.0
CUST000449,0,0,none,0.0
CUST000450,0,0,none,0.0
CUST000451,1,1,personal,714000.0
CUST000452,0,0,none,0.0
CUST000453,1,0,personal,1130000.0
CUST000454,0,0,none,0.0
CUST000455,1,1,mortgage,497000.0
CUST000456,1,1,mortgage,557000.0
CUST000457,0,0,none,0.0
CUST000458,1,1,home,4745000.0
CUST000459,0,0,none,0.0
CUST000460,0,0,none,0.0
CUST000461,0,0,none,0.0
CUST000462,0,0,none,0.0
CUST000463,0,0,none,0.0
CUST000464,0,0,none,0.0
CUST000465,1,1,personal,716000.0
CUST000466,0,0,none,0.0
CUST000467,0,0,none,0.0
CUST000468,0,0,none,0.0
CUST000469,0,0,none,0.0
CUST000470,0,0,none,0.0
CUST000471,0,0,none,0.0
CUST000472,1,0,mortgage,1389000.0
CUST000473,1,1,home,1984000.0
CUST000474,0,0,none,0.0
CUST000475,0,0,none,0.0
CUST000476,0,0,none,0.0
CUST000477,1,0,personal,515000.0
CUST000478,0,0,none,0.0
CUST000479,0,0,none,0.0
CUST000480,0,0,none,0.0
CUST000481,1,1,mortgage,577000.0
CUST000482,0,0,none,0.0
CUST000483,1,0,home,1267000.0
CUST000484,0,0,none,0.0
CUST000485,0,0,none,0.0
CUST000486,1,1,personal,1083000.0
CUST000487,1,0,mortgage,326000.0
CUST000488,1,1,auto,601000.0
CUST000489,0,0,none,0.0
CUST000490,0,0,none,0.0
CUST000491,0,0,none,0.0
CUST000492,0,0,none,0.0
CUST000493,1,1,personal,987000.0
CUST000494,1,0,mortgage,757000.0
CUST000495,0,0,none,0.0
CUST000496,1,1,personal,2785000.0
CUST000497,1,1,auto,593000.0
CUST000498,1,0,home,649000.0
CUST000499,0,0,none,0.0
CUST000500,1,1,personal,1808000.0
CUST000501,1,1,auto,1710000.0
CUST000502,0,0,none,0.0
CUST000503,0,0,none,0.0
CUST000504,0,0,none,0.0
CUST000505,0,0,none,0.0
CUST000506,1,1,home,659000.0
CUST000507,1,0,auto,1417000.0
CUST000508,0,0,none,0.0
CUST000509,1,1,mortgage,1710000.0
CUST000510,0,0,none,0.0
CUST000511,1,1,mortgage,1835000.0
CUST000512,0,0,none,0.0
CUST000513,1,1,auto,1503000.0
CUST000514,0,0,none,0.0
CUST000515,0,0,none,0.0
CUST000516,0,0,none,0.0
CUST000517,0,0,none,0.0
CUST000518,1,1,personal,1734000.0
CUST000519,1,0,auto,898000.0
CUST000520,0,0,none,0.0
CUST000521,1,0,auto,603000.0
CUST000522,0,0,none,0.0
CUST000523,0,0,none,0.0
CUST000524,0,0,none,0.0
CUST000525,1,1,mortgage,1359000.0
CUST000526,0,0,none,0.0
CUST000527,0,0,none,0.0
CUST000528,0,0,none,0.0
CUST000529,0,0,none,0.0
CUST000530,1,1,mortgage,1297000.0
CUST000531,0,0,none,0.0
CUST000532,1,1,personal,423000.0
CUST000533,0,0,none,0.0
CUST000534,1,1,auto,1370000.0
CUST000535,0,0,none,0.0
CUST000536,1,1,personal,839000.0
CUST000537,0,0,none,0.0
CUST000538,0,0,none,0.0
CUST000539,1,0,auto,1879000.0
CUST000540,1,1,personal,995000.0
CUST000541,0,0,none,0.0
CUST000542,0,0,none,0.0
CUST000543,0,0,none,0.0
CUST000544,0,0,none,0.0
CUST000545,0,0,none,0.0
CUST000546,1,1,personal,3611000.0
CUST000547,0,0,none,0.0
CUST000548,0,0,none,0.0
CUST000549,0,0,none,0.0
CUST000550,0,0,none,0.0
CUST000551,0,0,none,0.0
CUST000552,1,1,auto,859000.0
CUST000553,1,1,auto,644000.0
CUST000554,0,0,none,0.0
CUST000555,1,0,auto,766000.0
CUST000556,1,1,home,479000.0
CUST000557,1,1,auto,546000.0
CUST000558,0,0,none,0.0
CUST000559,0,0,none,0.0
CUST000560,0,0,none,0.0
CUST000561,0,0,none,0.0
CUST000562,0,0,none,0.0
CUST000563,1,1,mortgage,862000.0
CUST000564,1,1,mortgage,593000.0
CUST000565,1,0,mortgage,516000.0
CUST000566,0,0,none,0.0
CUST000567,0,0,none,0.0
CUST000568,0,0,none,0.0
CUST000569,1,1,home,768000.0
CUST000570,0,0,none,0.0
CUST000571,1,1,mortgage,289000.0
CUST000572,1,1,personal,2168000.0
CUST000573,1,0,personal,3017000.0
CUST000574,0,0,none,0.0
CUST000575,0,0,none,0.0
CUST000576,1,1,mortgage,980000.0
CUST000577,1,1,personal,1621000.0
CUST000578,1,0,mortgage,1571000.0
CUST000579,0,0,none,0.0
CUST000580,1,1,auto,994000.0
CUST000581,0,0,none,0.0
CUST000582,0,0,none,0.0
CUST000583,1,1,home,1209000.0
CUST000584,0,0,none,0.0
CUST000585,0,0,none,0.0
CUST000586,0,0,none,0.0
CUST000587,0,0,none,0.0
CUST000588,0,0,none,0.0
CUST000589,1,0,personal,685000.0
CUST000590,0,0,none,0.0
CUST000591,1,1,home,1323000.0
CUST000592,0,0,none,0.0
CUST000593,0,0,none,0.0
CUST000594,1,1,auto,1231000.0
CUST000595,1,1,mortgage,864000.0
CUST000596,0,0,none,0.0
CUST000597,1,1,auto,382000.0
CUST000598,1,1,personal,1850000.0
CUST000599,0,0,none,0.0
CUST000600,0,0,none,0.0
CUST000601,1,1,home,2306000.0
CUST000602,1,0,personal,4211000.0
CUST000603,0,0,none,0.0
CUST000604,0,0,none,0.0
CUST000605,1,1,personal,994000.0
CUST000606,0,0,none,0.0
CUST000607,1,1,mortgage,2605000.0
CUST000608,0,0,none,0.0
CUST000609,0,0,none,0.0
CUST000610,0,0,none,0.0
CUST000611,0,0,none,0.0
CUST000612,0,0,none,0.0
CUST000613,0,0,none,0.0
CUST000614,1,0,personal,3571000.0
CUST000615,1,1,mortgage,759000.0
CUST000616,1,0,personal,590000.0
CUST000617,1,1,personal,590000.0
CUST000618,0,0,none,0.0
CUST000619,1,1,home,858000.0
CUST000620,0,0,none,0.0
CUST000621,0,0,none,0.0
CUST000622,0,0,none,0.0
CUST000623,0,0,none,0.0
CUST000624,0,0,none,0.0
CUST000625,0,0,none,0.0
CUST000626,1,1,auto,815000.0
CUST000627,1,1,auto,500000.0
CUST000628,0,0,none,0.0
CUST000629,1,1,home,2615000.0
CUST000630,1,1,auto,1899000.0
CUST000631,0,0,none,0.0
CUST000632,0,0,none,0.0
CUST000633,1,1,personal,1510000.0
CUST000634,1,1,mortgage,562000.0
CUST000635,0,0,none,0.0
CUST000636,1,0,personal,865000.0
CUST000637,0,0,none,0.0
CUST000638,0,0,none,0.0
CUST000639,0,0,none,0.0
CUST000640,0,0,none,0.0
CUST000641,0,0,none,0.0
CUST000642,0,0,none,0.0
CUST000643,0,0,none,0.0
CUST000644,0,0,none,0.0
CUST000645,1,1,auto,882000.0
CUST000646,1,1,personal,2660000.0
CUST000647,1,1,personal,402000.0
CUST000648,1,1,personal,840000.0
CUST000649,1,1,mortgage,1760000.0
CUST000650,0,0,none,0.0
CUST000651,0,0,none,0.0
CUST000652,0,0,none,0.0
CUST000653,1,1,home,710000.0
CUST000654,0,0,none,0.0
CUST000655,0,0,none,0.0
CUST000656,1,1,auto,940000.0
CUST000657,0,0,none,0.0
CUST000658,0,0,none,0.0
CUST000659,0,0,none,0.0
CUST000660,0,0,none,0.0
CUST000661,0,0,none,0.0
CUST000662,0,0,none,0.0
CUST000663,1,1,mortgage,1131000.0
CUST000664,1,1,mortgage,320000.0
CUST000665,1,1,auto,992000.0
CUST000666,0,0,none,0.0
CUST000667,0,0,none,0.0
CUST000668,1,1,mortgage,676000.0
CUST000669,1,1,mortgage,1622000.0
CUST000670,0,0,none,0.0
CUST000671,1,1,auto,771000.0
CUST000672,1,1,mortgage,1048000.0
CUST000673,0,0,none,0.0
CUST000674,1,0,auto,940000.0
CUST000675,0,0,none,0.0
CUST000676,1,1,auto,1584000.0
CUST000677,0,0,none,0.0
CUST000678,0,0,none,0.0
CUST000679,0,0,none,0.0
CUST000680,1,0,home,5106000.0
CUST000681,0,0,none,0.0
CUST000682,1,1,mortgage,1349000.0
CUST000683,1,0,home,566000.0
CUST000684,1,1,auto,616000.0
CUST000685,1,1,auto,670000.0
CUST000686,1,1,mortgage,801000.0
CUST000687,0,0,none,0.0
CUST000688,0,0,none,0.0
CUST000689,1,1,auto,825000.0
CUST000690,0,0,none,0.0
CUST000691,0,0,none,0.0
CUST000692,0,0,none,0.0
CUST000693,0,0,none,0.0
CUST000694,0,0,none,0.0
CUST000695,1,1,home,368000.0
CUST000696,0,0,none,0.0
CUST000697,0,0,none,0.0
CUST000698,0,0,none,0.0
CUST000699,0,0,none,0.0
CUST000700,0,0,none,0.0
CUST000701,1,0,auto,1009000.0
CUST000702,0,0,none,0.0
CUST000703,0,0,none,0.0
CUST000704,0,0,none,0.0
CUST000705,1,1,mortgage,775000.0
CUST000706,0,0,none,0.0
CUST000707,1,1,personal,536000.0
CUST000708,1,1,personal,811000.0
CUST000709,0,0,none,0.0
CUST000710,0,0,none,0.0
CUST000711,1,1,mortgage,4066000.0
CUST000712,1,0,auto,656000.0
CUST000713,1,1,personal,1980000.0
CUST000714,0,0,none,0.0
CUST000715,0,0,none,0.0
CUST000716,0,0,none,0.0
CUST000717,1,1,auto,552000.0
CUST000718,0,0,none,0.0
CUST000719,1,1,personal,476000.0
CUST000720,0,0,none,0.0
CUST000721,0,0,none,0.0
CUST000722,1,1,home,1492000.0
CUST000723,0,0,none,0.0
CUST000724,0,0,none,0.0
CUST000725,0,0,none,0.0
CUST000726,0,0,none,0.0
CUST000727,0,0,none,0.0
CUST000728,0,0,none,0.0
CUST000729,0,0,none,0.0
CUST000730,1,0,mortgage,361000.0
CUST000731,0,0,none,0.0
CUST000732,0,0,none,0.0
CUST000733,0,0,none,0.0
CUST000734,1,1,personal,426000.0
CUST000735,0,0,none,0.0
CUST000736,1,1,personal,820000.0
CUST000737,0,0,none,0.0
CUST000738,0,0,none,0.0
CUST000739,1,1,home,1365000.0
CUST000740,1,0,home,1579000.0
CUST000741,0,0,none,0.0
CUST000742,1,0,auto,1886000.0
CUST000743,0,0,none,0.0
CUST000744,1,1,personal,1022000.0
CUST000745,0,0,none,0.0
CUST000746,0,0,none,0.0
CUST000747,1,1,auto,915000.0
CUST000748,1,1,personal,1350000.0
CUST000749,0,0,none,0.0
CUST000750,1,1,home,1192000.0
CUST000751,1,0,home,4280000.0
CUST000752,0,0,none,0.0
CUST000753,0,0,none,0.0
CUST000754,0,0,none,0.0
CUST000755,0,0,none,0.0
CUST000756,0,0,none,0.0
CUST000757,0,0,none,0.0
CUST000758,1,0,mortgage,763000.0
CUST000759,1,1,home,636000.0
CUST000760,1,1,mortgage,502000.0
CUST000761,0,0,none,0.0
CUST000762,1,0,home,406000.0
CUST000763,0,0,none,0.0
CUST000764,1,1,auto,1677000.0
CUST000765,0,0,none,0.0
CUST000766,0,0,none,0.0
CUST000767,0,0,none,0.0
CUST000768,0,0,none,0.0
CUST000769,1,0,home,442000.0
CUST000770,0,0,none,0.0
CUST000771,1,1,home,1381000.0
CUST000772,0,0,none,0.0
CUST000773,0,0,none,0.0
CUST000774,0,0,none,0.0
CUST000775,1,0,mortgage,697000.0
CUST000776,0,0,none,0.0
CUST000777,1,1,mortgage,887000.0
CUST000778,1,0,personal,2482000.0
CUST000779,0,0,none,0.0
CUST000780,1,1,auto,2058000.0
CUST000781,1,1,home,1633000.0
CUST000782,0,0,none,0.0
CUST000783,1,1,personal,1184000.0
CUST000784,0,0,none,0.0
CUST000785,1,1,personal,1319000.0
CUST000786,0,0,none,0.0
CUST000787,0,0,none,0.0
CUST000788,0,0,none,0.0
CUST000789,0,0,none,0.0
CUST000790,0,0,none,0.0
CUST000791,0,0,none,0.0
CUST000792,1,1,personal,1745000.0
CUST000793,0,0,none,0.0
CUST000794,1,1,mortgage,1110000.0
CUST000795,0,0,none,0.0
CUST000796,1,1,personal,516000.0
CUST000797,0,0,none,0.0
CUST000798,0,0,none,0.0
CUST000799,0,0,none,0.0
CUST000800,1,1,mortgage,416000.0
CUST000801,1,1,mortgage,985000.0
CUST000802,0,0,none,0.0
CUST000803,0,0,none,0.0
CUST000804,1,1,auto,1365000.0
CUST000805,0,0,none,0.0
CUST000806,1,1,personal,3482000.0
CUST000807,0,0,none,0.0
CUST000808,1,1,mortgage,1728000.0
CUST000809,0,0,none,0.0
CUST000810,1,0,home,4820000.0
CUST000811,0,0,none,0.0
CUST000812,0,0,none,0.0
CUST000813,0,0,none,0.0
CUST000814,0,0,none,0.0
CUST000815,0,0,none,0.0
CUST000816,0,0,none,0.0
CUST000817,0,0,none,0.0
CUST000818,0,0,none,0.0
